Landgrabbed;Landgrabber;Base;Sector;Hectares;Production;Projected investment;Status of deal;Summary
Mozambique;Mauritius;Mauritius;Government;23500.0;Rice,crops;Missing;Done;InAugust2009,Mauritius'MinisterofForeignAffairssaidhisgovernmenthadacquiredalong-termleaseon20,000haoffarmlandinMozambiquetoproducericeforhiscountry.Hewentontoaddthat10,000haofthelandwouldbesub-leasedtoVitaGrain,whichwouldinvestUS$43.5millionintheproductionofitsproprietaryhybridrice.Talkswerealsounderwaytosub-leasetheremaining10,000hatotheNingGroupofSwaziland.AsubsequentreportbyPANAinJanuary2010saidthatMozambiquehadprovidedMauritiuswith23,500ha,andthatMauritiushadsetupacompanytofacilitateprivateinvestmentsontheland,undertheprovisionthataquarteroftheproductionwouldbedestinedforbothcountries.
Mozambique;CompanhiadoBúzi;Portugal;Agribusiness;6214.0;Sugarcane;US$30million;Inprocess;In2004,theCompanhiadoBúziwassoldbytheGovernmentofMozambiquetoPortugal'sPetizfamilyforUS$1.3million,givingthePetizfamilycontroloverthecompany's15,000haofsugar-caneplantations.In2010,thecompanysubmittedanapplicationforanadditional6,214haoflandforaUS$30-millionexpansionofitsoperations.
Mozambique;QuifelNaturalResources;Portugal;Agribusiness,energy;10000.0;Sesame,soybeans,sunflowerseed;Missing;Done;"QuifelNaturalResourcesispartofPortugal'sQuifelGroup,aholdingcompanycontrolledbyPortuguesearistocrat,businessmanandamateurracing-cardriverMiguelMariadeSáPaisdoAmaral,whichisinvolvedinmultiplesectors,frominsuranceandrealestatetoagricultureandenergy.Quifelbeganinvestinginfarmlandthroughthedevelopmentofpalm-oilproductioninBrazil.WithlandpricesrisinginBrazil,thecompanyturneditsattentiontoAfricain2007,whereitdecidedtofocusonacquiringlargelandconcessionsincoastalEastAfricancountriesforoilseeds,andWestAfricancountriesforfruitandvegetables.SofarQuifelhasacquiredlandinMozambique,AngolaandSierraLeone.Quifel'sconcessioninMozambiqueislocatedinLioma,ZambeziaRegion.Thecompanyrequested30,000hain2009butwasgrantedonly10,000habytheMozambicangovernment.AccordingtoanOaklandInstitutereport""theproject(namedHoyoHoyo)hasalreadyrunintoaseriousconflictwithlocalcommunities""."
Mozambique;Sabiol;Portugal;Missing;29000.0;Sugarcane;Missing;Done;AccordingtoareportbyJustiçiaAmbientalandtheUniãoNacionaldeCamponesesandareportbyIIED,acompanycalledSabiolispursuingtheproductionofsugarcaneandcoconutandpalmoilon29,000haoflandinMozambique.
Mozambique;OlamInternational;Singapore;Agribusiness;227.0;Rice;US$35million;Done;OlamisanIndiannon-residentcompany,basedinSingapore.Itisoneoftheworld'slargestcommoditytradersandisinvestingheavilyinfarmingoperationsandcontractfarmingschemes,particularlyinAfricaandLatinAmerica.In2011,BloombergreportedthatOlamistoinvestoverUS$35milliontosetuparice-productionbaseintheMopeiaareaofMozambiquetoproduceeventually100,000tonnesofriceperyear.Sofar,ithasbeenreportedthatthecompanywillsetupitsownoperationson227ha,andthatitwillalsocontractfrom100farmers.
Mozambique;AgriSA;SouthAfrica;Agribusiness;1000000.0;Missing;Missing;Done;InMay2011,TheGuardianreportedthat800SouthAfricanfarmershadacquired1millionhaintheMozambicanProvinceofGaza,bywayofanarrangementnegotiatedbysugarfarmerCharlSenekal,anassociateoftheSouthAfricanpresidentJacobZuma.ThedealwastobecelebratedinPretoriainJune2011.
Mozambique;ServirMoç;SouthAfrica;Agribusiness;2000.0;Mixedfarming;Missing;Done;In2011,JustiçaAmbiental&UniãoNacionaldeCamponesesreportedthattheSouthAfricancompanyServirMoçhadacquireda2,000-hamixedfarmingoperationinMozambique
Mozambique;TengaLda;SouthAfrica;Agribusiness;2000.0;Almonds;Missing;Done;TengawasestablishedbyagroupofSouthAfricaninvestors.ItisdevelopinganalmondfarminNiassaprovinceaswellasamacadamiaplantationon500ha.
Mozambique;Tongaat-Hulett;SouthAfrica;Agribusiness;31174.0;Sugarcane;Missing;Done;Between2006and2008,theGovernmentofMozambiqueallocatedSouthAfricansugarcompanyTonga-Hulettconcessionsforsugar-caneplantationsonover30,000haoflandinMafambisseandXinavane.
Mozambique;SEKAB;Sweden;Energy;15000.0;Sweetsorghum;Missing;Done;In2008,SwedishAlcoholChemistryAB(SEKAB),acorporationownedbythreemunicipalitiesinnorthernSweden,begantheimplementationofamassive200,000-haprojectinTanzaniatocultivatesugarcanefortheproductionofethanolforexporttoSweden.SEKABwasalsoimplementinga15,000-hasweet-sorghumprojectintheCaboDelgadoprovinceofMozambique.Oppositionathomeandabroadforcedthecompanytobackdownfromitsprojects,andin2009SEKABsoldallitsAfricanprojectstoitsformerCEOPerCarstedtforatokensumof€40.CarstedthasrevivedtheTanzaniaprojectandissettingupasugarcompany,withan8,000-hasugar-caneplantationandarefineryinBagamoyo.TheprojectinMozambiqueisnowbeingrununderthenameAgroEconomy.
Mozambique;Agriterra;UK;Agribusiness;16700.0;Cattle;Missing;Done;Agriterra'sfounderandCEOisminingventurecapitalistandformerEnglandcricketinternationalPhilEdmonds.ThecompanyownscattleranchesandmaizefarmsinMozambique,coveringnearly17,000ha,withplanstoexpandtoover20,000hainthenearfuture.In2011,itacquireda50-yearlease(withanoptiontorenewforafurther21years)overapproximately45,000haofagriculturallandinthePujehunDistrictintheSouthernProvinceofSierraLeone,whereitintendstodeveloppalm-oilplantations.
Mozambique;Emvest;UK;Finance;3500.0;Cereals,oilseeds;Missing;Done;UKprivateequityfirmEmergentAssetManagementlaunchedanAfricanAgriculturalLandFundin2007andhassinceacquiredatleast30,000hainSouthAfrica,Zambia,Mozambique,SwazilandandZimbabwe.EmvestwassetupasajointventurebetweenEmergentandSouthAfricanagribusinesscompanyRusselStonetoputtheAfricanAgriculturalLandFundintooperation.InMozambique,Emvesthas2,000hawhereitintendstoproducejatrophaand1,500-haofdisputedlandintheChokweDistrictthatitplanstoirrigateandcultivatewithrowcropsanyway.In2011,EmvestwassplitofffromEmergentAssetManagementfollowingtheseparationofitsowners.
Mozambique;PrincipleCapitalHoldings;UK;Finance;23000.0;Sugarcane;Missing;Done;In2007,Principle,whichislistedonLondon'sAIMandbackedbyagroupofhedgefunds,beganaprojecttodevelopasugar-caneplantationonmorethan20,000haintheDombeDistrictofcentralMozambiquethatwillprovidefeedstockforwhatitsayswillbeoneoftheworld'sfivelargestethanolplants.ShareholdersofPrincipleincludeNicholasTrust(Australia),Jupiter(UK),DeutscheBank(Germany)andSVMAssetManagement(UK).
Mozambique;SaxonianEstates;UK;Agribusiness;150000.0;Animalranching,coconutoil(export),jatropha,pineapple;Missing;Done;GrupoMadalwastakenoverin2005byRiftValleyHoldings(RVH),acompanyestablishedin2005throughamergeroftheAfricanoperationsofSaxonianEstatesandHöeghCapitalPartners.RVHowns/leasesroughly400,000haoflandinMozambique,Tanzania,andZimbabwe.RVHacquired210,000haoflandinNiassaProvince,Mozambiquein2006andisalsoseeking3,000-5,000haforrowcropsinBurkinaFaso.
Mozambique;SaxonianEstates;UK;Agribusiness;3000.0;Bananas;US$7.7million;Done;MatanuskaisaMozambique-basedcompanyownedbyUK-basedSaxionEstatessubsidiaryRiftValleyHoldings,oneofthelargestAfricanfarmlandowners,andMatanuskaMauritius,whichappearstobeashellcompany.NorfundhasinvestedUS$3.7millioninthecompany,givingita33.3%share,andprovideditwithUS$4millioninloans.Inafirstphaseofthecompany'soperations,Matanuskaestablisheda3,000-habananaplantationandsecureda12-yearsupplyagreementwithChiquita.AccordingtoareportbyMozambique'snationalfarmersorganisationUNAC,thecompanyhasmaderepeatedlabour-lawviolations.
Mozambique;AslanGlobalManagement;US;Agribusiness;10000.0;Maize,soybeans;Missing;Done;AslanwascreatedbyJesTarpandPaulLarsenoftheUSaftertheirexperienceinsettingupfarmswithotherforeigninvestorsintheUkraine.In2008,theymergedfouroftheirUkrainianfarmsintoasingleoperation,calledAlphaFarm,coveringatotalof8,750ha.In2009TarpandLarsenformedAslanGlobalManagementtoexpandtheirfarmingoperationsintoAfrica.InMozambique,theyestablishedasubsidiary,ReidoAgroLimitada,andacquireda50-yearrenewableleaseto10,000haoflands,wheretheyarecultivating2,000haofsoybeansandmaize.InJuly2011,TheGuardian(Tanzania)reportedthatAslanhadacquired42,000haforcash-cropproductioninMorogoroRegionofTanzania.
Mozambique;PrioFoods;Portugal;Agribusiness;24234.0;Maize,soybeans,sunflowers;Missing;Done;In2005,PrioFoods,asubsidiaryofGrupoMartifer,beganinvestinginfarmlandasawaytosecuresuppliesforitsfoodoperations.ItcurrentlyoperatesfarmsinBrazil,RomaniaandMozambique.ItbeganinvestinginfarmlandinMozambiquein2008.By2011,ithadnearly25,000haunderconcessions,althoughitwasonlycultivatingsunfloweron3,000ha.Thecompanyintendstoexpandproductionandbegincultivatingcerealsandsoybeans.
Namibia;AlDahra;UAE;Agribusiness;200.0;Datepalm;Missing;Done;InAugust2010,AbuDhabi’sAlDahraAgriculturalCompany,oneofthemainsuppliersofanimalfeedtotheUAE,saiditwashalfwaythroughtheimplementationofaplantoproducefeedandfoodcropson60,700haoffarmlandinEurope,theUS,SouthAsiaandNorthAfricatoboosttheUAE’sfoodsecurity.Thecompanyhas200haunderdate-palmproductioninNamibia.
Namibia;Caparogroup;UK;Industrial;30000.0;Fruit,grains,herbs,nuts,pasture,vegetables;US$250million;Done;NamibiaAgricultureandRenewables(NAR)isasubsidiaryofUK-basedCaparoGroup,whichisownedbyBaronSwrajPaul,anIndian-born,British-basedbusinessmagnateandLabourpoliticianclosetoformerPrimeMinisterGordonBrown.NARoriginallyplannedtogrowjatrophaon100,000haintheCapriviRegionofNamibia,butdecideditwasnotviable.ItisnowpursuingaUS$250-milliondealtoproducegrains,pastures,fruit,vegetables,nuts,andherbson30,000haofirrigatedlandsinthesamearea.InOctober2010,NARprojectmanagerFrançoisWaaltoldInsightMagazinethathiscompanyhadbeenwaitingforoverayearforthefinalgo-aheadfromtheMinistryofLands.Caparoalsocontrolover40,000haoffarmlandinSierraLeoneforoilpalm.
Namibia;Dem-InterInternational;UK;Agribusiness;10000.0;Canola,maize,rice,wheat;US$20million;Done;Dem-Interwasfoundedin2004byMarkLewisoftheUKtoestablishandmanagelargefarmsinRussiaonbehalfofinvestors.ThecompanythenexpandedtosouthernAfrica,establishinga3,000-haoperationwithJumbaRoyalCouncilinSouthAfricain2009and,in2010,apartnershipwithNamibia'sLabourInvestmentHoldings,ownedbytheNationalUnionofNamibianWorkersTrust,todevelopacontroversial10,000-hafarmonaforestedareaoftheBwabwataNationalPark,onwhichseveralhundredfamiliesdepend.ThecompanyacquiredthelandsinNamibiathrougha25-yearleaseholdfromthearea'sTraditionalAuthorityinexchangefora15%stakeintheUS$20-millionproject.
NewZealand;TheTrustCompanyLimited;Australia;Finance;13691.0;Missing;US$42million;Done;InMarch2011,theOverseasInvestmentOfficeapprovedAustralia'sTheTrustCompany'spurchaseofTheNewZealandGuardianTrust,whichinatrusteecapacity,ownsorcontrolsafreeholdinterestin13,691.73haoflandatvariouslocationsaroundNewZealand.
NewZealand;PengxinGroup;China;Realestate;8615.0;Dairyfarms;Missing;Done;Shanghaireal-estatemogulJiangZhaobai,ChairmanandownerofthePengxinGroup,hasbeeninvestingheavilyinfarmlandoverthepastfewyears.InChina,itacquired650haoffarmlandnearShanghai,usedforsheep,wheatandsoybeans,andhasanother930-hasheepfarminShandongProvince.OutsideChina,thecompanyinvestedmorethanUS$20millioninaBoliviansoybeanandmaizefarm,establishedlarge-scalefarmsinCambodiaandArgentina,andisnegotiatingtobuy200,000hainBraziltogrowsoybeansandcotton.inJanuary2011,itmadeanoffertobuyCrafarfarmsinNewZealand,whichencompasses16dairyfarms,followinganunsuccessfulbidbyChina’sNaturalDairy(NZ)HoldingsLtd.ThesalewasapprovedbyNewZealandgovernmentinJanuary2012.
NewZealand;InglebyCompany;Denmark;Finance;14461.0;Cattle,sheep;Missing;Done;TheInglebyCompany,whichisownedbyDenmark'sRausingdynasty,beganpurchasingfarmsinNewZealandin1999andby2011ithadacquired17farms,someofwhichhavebeenamalgamated.ThecompanyrecentlysoldtwoofitsfarmsontheEastCoastandisseekingmoreinKingCountryasawaytospreadclimaterisks.TheRausingsarealsobuyingfarmlandinArgentina,Romania,USA,UruguayandAustralia.
NewZealand;Aquila;Germany;Finance;4570.0;Dairy;US$111million;Done;AquilaCapital'sAgrarInvestfundmanagesinvestmentsforaround1,000Germaninvestors.ThefundfocusesontheacquisitionofdairyfarmsinNewZealandandcattlefarmsandsugar-caneplantationsinBrazil.ThroughaGermanconsortiumwithNeuseelandMilchfarmInvestitionsandAlcedaStarandwiththesupportofNewZealand'sMyFarm,AgrarInvestacquiredatleast11dairyfarmsinNewZealandin2010-11,makingitoneofthelargestdairyproducersinthecountry.AquilaisalsotargetingfarmlandinBrazil.
NewZealand;DAHBeteiligungs;Germany;Informationtechnology;1468.0;Dairy;US$53.2million;Done;DAHBeteiligungsisaholdingcompanyownedbythefamilyofDietmarHopp,whohelpedfoundthebusinesssoftwaregiantSAPin1972.Thecompanyhaspurchasedfivefarms.
NewZealand;RedaHolding;Italy;Industrial;16666.0;Sheep;US$4.8million;Done;RedaHolding,anItaliantextilecompany,isownedbytheBottoPoalafamily.In2012,thecompanypurchasedtwosheepfarmsintheWaitakiValleythatwillsupplyitsplantswithmerinofinewool.
NewZealand;ChristianWelte;Switzerland;Finance;8481.0;Sheep,cattle,forest;US$16.3million;Done;ChristianWelte,throughhisNewZealand-registeredcompanyMonteForestry,purchased3farmsinNewZealandin2011thatheintendstocombineintoasingleforestryandsheep/beef-farmingoperation.
NewZealand;MiddleMountForest;Switzerland;Finance;3200.0;Sheep,cattle;US$15million;Done;MiddleMountForest,ownedbyHeinrichMartinHenniofSwitzerland,boughtitsfirstfarminNewZealandin2006andthenanothertwoin2009,includinga1,000-hasheepandcattlefarmfromDutchbankRabobankforUS$4,275,000.ThefarmsarelocatedatNorthernHawkesBayandTiniroto,Gisborne.Thecompanyalsoowns1,300haofforestinNewZealand.
NewZealand;SohoPropertyLimited;UK;Realestate;22000.0;Sheep;Missing;Done;InJune2011,SohoPropertyoftheUKwasgivenapprovalbytheOverseasInvestmentOfficetoacquire22,000haoflow-valuepastoralland,wherethecompanyintendstofarmaround4,000sheepandpursueecotourismprojects.
NewZealand;HarvardManagementCompany;US;Finance;1760.0;Dairy;US$34.1million;Done;HarvardManagementCompanyistheendowmentfundofHarvardUniversity.InOctober2010,NewZealand'sOverseasInvestmentOfficeapprovedtheHarvardfund'sNZ$34-millionpurchaseofBigSkyDairyFarms,a1,600-hadairyfarmintheOtagoregion.ThefarmwillbeintegratedintoitsotherdairyfarminOtago,makingHarvardtheregion'slargestoperator.HarvardManagementCompanyalsoinvestsintheAfricanfarmlandfundoftheUK'sEmergentAssetManagement.
Niger;BinTalebGroup/AlTaminiKhaledAlhil;SaudiArabia;Agribusiness,industrial;15922.0;Ecotourism,irrigatecrops;Missing;Suspended;InJanuary2007,Niger'sMinisterofAgricultureannouncedthatithadsignedadealwiththreeSaudicompanies,includingAlTaminiKhaledAlhilandBinTalebInternational,toprovidethemwith15,922haoflandsintheregionofDosso.InSeptember2009,AbdoulKarimMamalo,PermanentSecretaryoftheRuralCode,agovernmentagencyopposedtothedeal,reportedthattheagreementhadbeenstopped.
Nigeria;Chineseinvestors;China;Missing;6000.0;Cassava;Missing;Done;InJuly2010,TundeLakoju,theEdoStateCommissionerofAgriculture,saidthatanMoUhadbeensignedwithChineseinvestorstocultivate6,000haofcassavainthestate.TheidentityoftheChineseinvestorswasnotdisclosed.
Nigeria;FRI-ELGreen;Italy;Energy;11292.0;Oilpalm;Missing;Done;In2009,FRI-ELGreen,anItaliancompanyhalf-ownedbyGermanenergygiantRWE,purchasedan11,000-haoil-palmplantationinAbiaStateinsouthernNigeria,withrightstoexpandtheconcessiontoupto100,000ha.
Nigeria;ForasInternationalInvestmentCo;SaudiArabia;Finance;1000.0;Crops;US$100million;Done;Foras'investmentinNigeriaispartofalargerprojecttocultivatericeon700,000hainvariousAfricancountries.ForasactsastheinvestmentarmoftheOrganizationoftheIslamicConference.ItsmainshareholdersandfoundersaretheIslamicDevelopmentBankandseveralconglomeratesfromtheGulfregion,includingSheikhSalehKamelandhisDallahAlBarakahGroup,theSaudiBinLadenGroup,theNationalInvestmentCompanyofKuwaitandNasserKharafi,theworld's48th-richestpersonandowneroftheAmericanaGroup.
Nigeria;T4M;UK;Agribusiness;300000.0;Rice;Missing;Done;T4Mclaimstohavecompletednegotiationsfora25-yearleaseon100,000hainGhanaand300,000hainNigeria.ItisworkinginpartnershipwiththegovernmentofVietnamandissupportedbytheUKgovernment.ItislookingforinvestorstoinjectUS$425millionforeach10,000-hafarmitplanstoestablishonthelandsithasleased.
Nigeria;DominionFarms;US;Agribusiness;30000.0;Rice;US$40million;Done;DominionFarmsisownedbyCalvinBurgess,awealthyAmericanwhomadehisfortuneinconstructionandrealestate.BurgesssetupthecompanytodevelopricefarmsinAfrica.Itestablisheditsfirstfarmon7,000haintheYalaSwampareainKenya,whichitobtainedona25-yearlease.Thelocalcommunitieslivingintheareacomplainofbeingdisplacedwithoutcompensation,oflosingaccesstowaterandpasturefortheirlivestock,oflosingaccesstopotablewaterandofpollutionfromtheregularaerialsprayingoffertilisersandagrochemicals.TheycontinuetostruggletogettheirlandsbackandtogetDominiontoleave.UndauntedbytheoppositioninKenya,BurgessisnowseekingtoexpandintoNigeria,wherehehasacquiredaleaseonmorethan30,000hainTarabaStatewiththebackingofformerPresidentOlusegunObasanjo.
Nigeria;VietnamAfricaAgriculturalDevelopmentCompany;Vietnam;Agribusiness;10000.0;Rice;Missing;Done;VietnamAfricaAgriculturalDevelopmentCompany(VAADCO)isaVietnameseandBritishjointventureseekingtodevelopintensiveirrigatedriceproductioninAfrica.ItsChairmanisDrVo-TongXuan,ahigh-levelVietnamesericescientistwhohasworkedcloselywiththeinternationalagricultureresearchcentres.VAADCOisinvolvedinrice-farmprojectsinSudan,Mozambique,Rwanda,Burundi,Liberia,GhanaandMauritaniawithvariousprivatesectorpartners.In2009,itsignedanMoUfora10,000-haconcessioninNigeria'sAnambraState.
Nigeria;Vietnameseinvestors;Vietnam;Missing;4000.0;Rice;Missing;Done;InJuly2010,TundeLakoju,theEdoStateCommissionerofAgriculture,saidthatanMoUhadbeensignedwithVietnameseinvestorstocultivate4,000haofriceinthestate.TheidentityoftheVietnameseinvestorswasnotdisclosed.
Pakistan;ChinaGreen;China;Agribusiness;4000.0;Fruit,vegetables;Missing;Inprocess;ChinaGreenAgriculture,whichislistedontheNewYorkStockExchange,claimsthatitisChina'slargestprivatecompanyintheagriculturalsector.DuringaNovember2011meetingwithFederalMinisterforNationalFoodSecurityandResearch,MirIsrarullahKhanZehri,thecompanyrequestedaninitial4,000haforaprojecttoproducefruitandvegetables.ZehrisaidthatPakistanofferedanexcellentopportunityforinvestmentintheagriculturesectorandforeigninvestorswouldbewelcometoinvestinthesector.
Pakistan;SaudiArabia;SaudiArabia;Government;202400.0;Fruit,vegetables,wheat;Missing;Inprocess;InSeptember2009,ReutersreportedthattheSaudigovernmentwasintalkswithPakistanfor202,400haoffarmlandandthatPakistan'sMinistryofAgriculturewasintheprocessofidentifyinglandsinfourprovincestoallocatetotheSaudiproject.
Pakistan;AlDahra;UAE;Agribusiness;10100.0;Rice;Missing;Done;InAugust2010,AbuDhabi’sAlDahraAgriculturalCompany,oneofthemainsuppliersofanimalfeedtotheUAE,saiditwashalfwaythroughtheimplementationofaplantoproducefeedandfoodcropson60,700haoffarmlandinEurope,theUS,SouthAsiaandNorthAfricatoboosttheUAE’sfoodsecurity.Thecompanyhas4,050haunderriceproductioninPakistanandintendstobringthatto10,100habefore2013.
Pakistan;EmiratesInvestmentGroup;UAE;Finance;35000.0;Crops,dairy;Missing;Inprocess;EIGisreportedtobeinvolvedintwolargefarmprojectsinPakistan,includingonethatwouldcover35,000ha.ItispursuingitsdairyprojectsinPakistanthrougha50-50jointventurewiththeNewZealandcompanyDairySolutioNZtodeveloplarge-scalefarmsintheMiddleEastandPakistan.
Pakistan;UnitedArabEmirates;UAE;Government;324000.0;Alfalfa,crops,livestock;Missing;Done;In2008,theUAEwasreportedtohaveacquired324,000haoffarmlandinPunjab,SindhandBalochistanprovinces.Theprovincesweredefiningthetermsforthelandleases,withthecentralgovernmentprovidingsecurityforcestoprotectthefarms.AbraajCapital,aDubai-basedprivateequitygroupwhichmanagesassetsofoverUS$6billion,isreportedtobeinvolvedinthedeal.
PapuaNewGuinea;FarEastHoldingsBerhad;Malaysia;Agribusiness;140000.0;Oilpalm;Missing;Done;In2010,Malaysia'sProsperGroup,whosepalm-oiloperationshavesincebeenabsorbedintoFarEastHoldingsBerhad,signedadealwithleadersofthelocalBewanipeopleintheVanimo-Greenelectorate,WestSepiktoconvert140,000haofvirginforestintothePNG'slargestoil-palmplantation.
PapuaNewGuinea;Kulim;Malaysia;Agribusiness;25000.0;Oilpalm;Missing;Done;In2010,KulimpaidUS$175milliontoacquiresome25,000haofoil-palmestatesinPapuaNewGuineafromtheworld'slargestagribusinesscompany,Cargill,andtheSingaporegovernment'sinvestmentarmTemasekHoldings.Theacquisitionwillseethegroup'splantationacreageinPapuaNewGuineaincrease50%toabout75,000ha.
PapuaNewGuinea;MekeoHinterlandHoldings;Malaysia;Agribusiness;116400.0;Oilpalm;Missing;Done;ThePNGnewspapertheNationalreportsthatMekeoHinterlandHoldingswasgranteda99-yearspecialagricultureandbusinessleaseto116,400haoflandinPNGin2007,withoutconsultationofthelocalcommunities.Mekeosubsequentlymadeasub-leasearrangementwithMalaysiancompany,AlbrightLtd,tologtheareaanddevelopoil-palmplantations.
PapuaNewGuinea;ChanghaeEngineering;SouthKorea;Agribusiness;33000.0;Cassava;US$100million;Done;ChanghaeisaKoreanproducerofanimalfeedsandbiofuels.In2005,thecompanysignedanagreementwiththeGovernmentofPNGforaUS$26-millioncassava-basedethanolproject.ThroughtwosubsidiariesinPNG,ChanghaeTapiokaLtdandCassavaEtagonHoldingsLtd,Changhaeacquiredtwoconcessionscovering33,000haintotalinCentralProvinceandNewIrelandProvincetoproducecassava.PNGnewspapersreportedthatChangheawouldinvestUS$6millioninthedevelopmentofitscassavaplantations.
Paraguay;Cresud;Argentina;Agribusiness;142000.0;Crops,soybeans,sunflowers;Missing;Done;Cresudwasasmallfarmlandoperatormanaging20,000hawhenitwastakenoverbyGeorgeSorosandArgentinianreal-estatetycoonEduardoElsztaininthe1990s.Withinafewyears,thecompanygrewtocontrolnearlyhalfamillionhainArgentina.AfterSorossoldhissharesinthecompanyin1999,Elsztaincontinuedtoexpanditslandholdings.By2011,CresudwasArgentina'slargestlandholder,controllingover628,000ha,onwhichitproducesmainlysoybeansandcattle,aswellaslandsinneighbouringcountries.Cresudcontrols17,000hainBolivia,142,000hainParaguay,and175,000hainBrazilthroughitscontrollinginterestinfarmlandoperatorBrasilAgro.Addedup,Cresud'sfarmlandbankstandsat962,000ha.ElsztaintypicallyfinancesCresud'sexpansionsthroughsharesalesontheNasdaq.Butit'salsofindingnewsourcesofcash.InJune2011,itinkedadealforajointventurewithChina'slargestfarmingcompany,HeilongjiangBeidahuangNongkenGroup,tobuylandinArgentinaandfarmsoybeansfortheGroup.
Paraguay;LosGrobo;Argentina;Agribusiness;22000.0;Soybeans;Missing;Done;LosGroboisownedbyArgentina'sGrobocopatelfamily,thesecond-largestsoybeanproducersinthecountry,withover120,000haunderproduction.ThecompanyhasrecentlyfocusedonexpansioninotherLatinAmericancountries,suchasUruguay,withsoybeansplantedon76,300ha,andParaguay,whereitplantssoybeanson22,000ha.InBrazil,LosGrobohad60,000haunderproductionby2011,andsaysitplanstotripleitslandholdingsoverthenextfewyearsbywayofajointventurecompanycalledLGAgronegócios&ParticipaçõesSA,whichwillinvolveBrazil’sGrupoVinciPartners,aninvestmentcompanysetupbyformerBancoPactualSAparterGilbertoSayao.
Paraguay;NFDAgro;Bermuda;Agribusiness;34300.0;Maize,soybeans,sunflower;Missing;Done;In2009,theIFCapprovedaUS$15-millionloantosupporttheexpansionplansofNFDAgroLtd,asoybean-plantationcompanybasedinParaguaythatownsthecompanyDesarrolloAgrícoladelParaguay(GrupoDAP)andthatisheavilyinvolvedinthecontroversialRoundTableonResponsibleSoyAssociation.NFDAgroiscontrolledbyArgentinianbusinessmenandtheUSbankJPMorgan,whileTRGManagement,aCalyxAgroshareholder,owns11.7%ofthecompany.NFDowns26,600haandleasesanother8,100hainParaguay.
Paraguay;CalyxAgro;France;Finance;2859.0;Crops,sugarcane;Missing;Done;CalyxAgrowasestablishedbyLouisDreyfusCommoditiesasafundtopurchaseandturnoverfarmlandintheSouthernConeofLatinAmerica.OtherkeyinvestorsarePineBridgeInvestments(subsidiaryoftheHongKong-basedPacificCenturyGroup),TRGManagement,WorldstarLtd,PictetPrivateEquityInvestorsandSolviaInvestmentManagement.In2011,theWorldBank'sInternationalFinanceCorporationrejectedanapplicationfromCalyxAgrotofinanceitsactivities.
Peru;Ecoamerica;SouthKorea;Agribusiness;72000.0;Crops,forstry,livestock;US$57,600(US$0.80/ha);Inprocess;InApril2011,twoShawicommunitiesandoneKechwacommunityfromtheprovincesofAltoAmazonasandSanMartín,Peru,becameawarethattheSouthKoreancompanyEcoamericahadappliedfortheregistrationandtitlingofmorethan72,000haofland,atapriceofUS$0.80ahectare,forcropproduction,loggingandlivestockraisingonlandswithintheirterritories.Thecommunitieshavecontestedtheconcession,andtheapplicationhasbeenputonhold,pendingadecisionbytheConstitutionalCourt.
Peru;MapleEnergy;US;Energy;13500.0;Sugarcane;US$254million;Done;Mapleacquired13,500hainPiuraandplanstocultivatesugarcaneon7,800ha.IthasalsoconstructedanethanolplantwhichwillproduceethanolforexporttotheUSandEurope.
Philippines;HassanGroup;Bahrain;Construction;10000.0;Bananas,riceandothercrops;US$250million;Done;HassanGroup,Bahrain'slargestconglomerate,establishedajointventurewiththePhilippines-basedAMAGroupin2010calledRPHarvest.InJanuary2012HassanGroupsignedaUS$50-millionagricultureinvestmentdealinMindanao,forthefirstphaseoftheproject.AMAGroupisownedbythefamilyofAmableR.AguiluzV,thePhilippines'SpecialEnvoytotheGulfCooperationCouncilsince2003.1,000haseemstobealreadycultivated(Ref2).
Philippines;BruneiInvestmentAuthority;Brunei;Government;10000.0;Rice;Missing;Proposed;In2009theBruneiInvestmentAuthoritywasreportedtobepreparinganinvestmentproposalforanagriculturalprojectinMindanao.InApril2010,theMinisterofAgricultureofBruneiwasinthePhilippines,whereheproposedaprojectfortheestablishmentofa10,000-hariceoperation,alongwithlogisticsandpost-harvestandprocessingfacilities.
Philippines;China;China;Government;1280000.0;Various;Missing;Suspended;In2007,thePhilippinegovernmentsigned18dealswithChinatoprovideChinesecompanieswithaccesstoland.Popularoppositiontotheagriculturaldealsandthedealssignedinothersectorsforcedthegovernmenttoputthedealsonhold.InSeptember2011,itwasreportedthattheleasecontractssignedbytheDepartmentofAgriculturewithChineseandotherforeignentitieswereunderreview.Oneofthedealsincludesa200,000-haprojectwithChina'sBeidahuangtodevelop200,000haofrice,maize,andothercropsintheprovinceofLuzon.
Philippines;GreenFutureInnovation;Japan;Agribusiness,industrial;11000.0;Sugarcane;US$120million;Done;GreenFutureInnovationsisajoint-venturesugar-caneandethanolprojectbetweenItochuCorp.andJGCCorp.ofJapan,BioethanolandEnergyInvestmentsCorp.ofthePhilippinesandGCOofTaiwan.Theprojectincludesthedevelopmentofan11,000-hasugar-caneplantationintheProvinceofIsabelathatlocalgroupssayisalreadyleadingtothedisplacementofmorethan1,000farmingfamilies.
Philippines;Kuwait;Kuwait;Government;20000.0;Maize,rice;Missing;Inprocess;TheKuwaitMinistryofAgricultureisconsideringaproposalfromtheGovernmentofthePhilippinesforanagriculturalprojectinvolving10,000haforthecultivationofriceand10,000haformaize
